sub-type-of	sub_type_of	subTypeOf	is_a_label_snail	label_snail	label-dash	id	label	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
trip	trip	Trip	is_a_boat_trip	boat_trip	boat-trip	BoatTrip	BoatTrip			https://pending.schema.org	additionalType, alternateName, arrivalBoatTerminal, arrivalTime, departureBoatTerminal, departureTime, description, disambiguatingDescription, identifier, image, itinerary, mainEntityOfPage, name, offers, partOfTrip, potentialAction, provider, sameAs, subTrip, subjectOf, url				A trip on a commercial ferry line.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_arm	body_measurement_arm	body-measurement-arm	BodyMeasurementArm	BodyMeasurementArm	BodyMeasurementTypeEnumeration		https://pending.schema.org					Arm length (measured between arms/shoulder line intersection and the prominent wrist bone). Used, for example, to fit shirts.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_bust	body_measurement_bust	body-measurement-bust	BodyMeasurementBust	BodyMeasurementBust	BodyMeasurementTypeEnumeration		https://pending.schema.org					Maximum girth of bust. Used, for example, to fit women's suits.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_chest	body_measurement_chest	body-measurement-chest	BodyMeasurementChest	BodyMeasurementChest	BodyMeasurementTypeEnumeration		https://pending.schema.org					Maximum girth of chest. Used, for example, to fit men's suits.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_foot	body_measurement_foot	body-measurement-foot	BodyMeasurementFoot	BodyMeasurementFoot	BodyMeasurementTypeEnumeration		https://pending.schema.org					Foot length (measured between end of the most prominent toe and the most prominent part of the heel). Used, for example, to measure socks.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_hand	body_measurement_hand	body-measurement-hand	BodyMeasurementHand	BodyMeasurementHand	BodyMeasurementTypeEnumeration		https://pending.schema.org					Maximum hand girth (measured over the knuckles of the open right hand excluding thumb, fingers together). Used, for example, to fit gloves.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_head	body_measurement_head	body-measurement-head	BodyMeasurementHead	BodyMeasurementHead	BodyMeasurementTypeEnumeration		https://pending.schema.org					Maximum girth of head above the ears. Used, for example, to fit hats.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_height	body_measurement_height	body-measurement-height	BodyMeasurementHeight	BodyMeasurementHeight	BodyMeasurementTypeEnumeration		https://pending.schema.org					Body height (measured between crown of head and soles of feet). Used, for example, to fit jackets.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_hips	body_measurement_hips	body-measurement-hips	BodyMeasurementHips	BodyMeasurementHips	BodyMeasurementTypeEnumeration		https://pending.schema.org					Girth of hips (measured around the buttocks). Used, for example, to fit skirts.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_inside_leg	body_measurement_inside_leg	body-measurement-inside-leg	BodyMeasurementInsideLeg	BodyMeasurementInsideLeg	BodyMeasurementTypeEnumeration		https://pending.schema.org					Inside leg (measured between crotch and soles of feet). Used, for example, to fit pants.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_neck	body_measurement_neck	body-measurement-neck	BodyMeasurementNeck	BodyMeasurementNeck	BodyMeasurementTypeEnumeration		https://pending.schema.org					Girth of neck. Used, for example, to fit shirts.
measurement-type-enumeration	measurement_type_enumeration	MeasurementTypeEnumeration	is_a_body_measurement_type_enumeration	body_measurement_type_enumeration	body-measurement-type-enumeration	BodyMeasurementTypeEnumeration	BodyMeasurementTypeEnumeration			https://pending.schema.org					Enumerates types (or dimensions) of a person's body measurements, for example for fitting of clothes.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_underbust	body_measurement_underbust	body-measurement-underbust	BodyMeasurementUnderbust	BodyMeasurementUnderbust	BodyMeasurementTypeEnumeration		https://pending.schema.org					Girth of body just below the bust. Used, for example, to fit women's swimwear.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_waist	body_measurement_waist	body-measurement-waist	BodyMeasurementWaist	BodyMeasurementWaist	BodyMeasurementTypeEnumeration		https://pending.schema.org					Girth of natural waistline (between hip bones and lower ribs). Used, for example, to fit pants.
body-measurement-type-enumeration	body_measurement_type_enumeration	BodyMeasurementTypeEnumeration	is_a_body_measurement_weight	body_measurement_weight	body-measurement-weight	BodyMeasurementWeight	BodyMeasurementWeight	BodyMeasurementTypeEnumeration		https://pending.schema.org					Body weight. Used, for example, to measure pantyhose.
landform	landform	Landform	is_a_body_of_water	body_of_water	body-of-water	BodyOfWater	BodyOfWater				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url	Canal, LakeBodyOfWater, OceanBodyOfWater, Pond, Reservoir, RiverBodyOfWater, SeaBodyOfWater, Waterfall			A body of water, such as a sea, ocean, or lake.
anatomical-structure	anatomical_structure	AnatomicalStructure	is_a_bone	bone	bone	Bone	Bone				additionalType, alternateName, associatedPathophysiology, bodyLocation, code, connectedTo, description, diagram, disambiguatingDescription, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, partOfSystem, potentialAction, recognizingAuthority, relatedCondition, relatedTherapy, relevantSpecialty, sameAs, study, subStructure, subjectOf, url				Rigid connective tissue that comprises up the skeletal structure of the human body.
creative-work	creative_work	CreativeWork	is_a_book	book	book	Book	Book				about, abridged, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, bookEdition, bookFormat, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, illustrator, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, isbn, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, numberOfPages, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation	Audiobook			A book.
enumeration	enumeration	Enumeration	is_a_book_format_type	book_format_type	book-format-type	BookFormatType	BookFormatType								The publication format of the book.
creative-work-series	creative_work_series	CreativeWorkSeries	is_a_book_series	book_series	book-series	BookSeries	BookSeries				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, endDate, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, issn, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, startDate, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A series of books. Included books can be indicated with the hasPart property.
store	store	Store	is_a_book_store	book_store	book-store	BookStore	BookStore				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A bookstore.
